,0,tiempo,it,estado,estado_observado,actividad,sintomas
"('expuesto', 'recuperado', 'trabajo', False)",11,94,5,expuesto,recuperado,trabajo,False
"('recuperado', 'recuperado', 'trabajo', False)",1,94,5,recuperado,recuperado,trabajo,False
"('susceptible', 'infeccioso', 'cuarentena', False)",5,94,5,susceptible,infeccioso,cuarentena,False
"('expuesto', 'infeccioso', 'cuarentena', False)",1,94,5,expuesto,infeccioso,cuarentena,False
"('susceptible', 'susceptible', 'trabajo', False)",82,95,5,susceptible,susceptible,trabajo,False
"('expuesto', 'recuperado', 'trabajo', False)",11,95,5,expuesto,recuperado,trabajo,False
"('recuperado', 'recuperado', 'trabajo', False)",1,95,5,recuperado,recuperado,trabajo,False
"('susceptible', 'infeccioso', 'cuarentena', False)",5,95,5,susceptible,infeccioso,cuarentena,False
"('expuesto', 'infeccioso', 'cuarentena', False)",1,95,5,expuesto,infeccioso,cuarentena,False
"('susceptible', 'susceptible', 'trabajo', False)",84,96,5,susceptible,susceptible,trabajo,False
"('expuesto', 'recuperado', 'trabajo', False)",11,96,5,expuesto,recuperado,trabajo,False
"('recuperado', 'recuperado', 'trabajo', False)",1,96,5,recuperado,recuperado,trabajo,False
"('susceptible', 'infeccioso', 'cuarentena', False)",3,96,5,susceptible,infeccioso,cuarentena,False
"('expuesto', 'infeccioso', 'cuarentena', False)",1,96,5,expuesto,infeccioso,cuarentena,False
"('susceptible', 'susceptible', 'trabajo', False)",83,97,5,susceptible,susceptible,trabajo,False
