,0,tiempo,it,estado,estado_observado,actividad,sintomas
"('infeccioso', 'susceptible', 'trabajo', True)",1,13,0,infeccioso,susceptible,trabajo,True
"('susceptible', 'susceptible', 'trabajo', False)",174,14,0,susceptible,susceptible,trabajo,False
"('infeccioso', 'infeccioso', 'cuarentena', True)",4,14,0,infeccioso,infeccioso,cuarentena,True
"('infeccioso', 'susceptible', 'trabajo', False)",13,14,0,infeccioso,susceptible,trabajo,False
"('infeccioso', 'susceptible', 'trabajo', True)",1,14,0,infeccioso,susceptible,trabajo,True
"('recuperado', 'susceptible', 'trabajo', False)",5,14,0,recuperado,susceptible,trabajo,False
"('infeccioso', 'infeccioso', 'cuarentena', False)",2,14,0,infeccioso,infeccioso,cuarentena,False
"('expuesto', 'susceptible', 'trabajo', False)",1,14,0,expuesto,susceptible,trabajo,False
"('susceptible', 'susceptible', 'trabajo', False)",174,15,0,susceptible,susceptible,trabajo,False
"('infeccioso', 'infeccioso', 'cuarentena', True)",4,15,0,infeccioso,infeccioso,cuarentena,True
"('recuperado', 'susceptible', 'trabajo', False)",7,15,0,recuperado,susceptible,trabajo,False
"('infeccioso', 'susceptible', 'trabajo', False)",11,15,0,infeccioso,susceptible,trabajo,False
"('infeccioso', 'infeccioso', 'cuarentena', False)",3,15,0,infeccioso,infeccioso,cuarentena,False
"('expuesto', 'susceptible', 'trabajo', False)",1,15,0,expuesto,susceptible,trabajo,False
"('susceptible', 'susceptible', 'trabajo', False)",173,16,0,susceptible,susceptible,trabajo,False
"('infeccioso', 'infeccioso', 'cuarentena', True)",4,16,0,infeccioso,infeccioso,cuarentena,True
"('recuperado', 'susceptible', 'trabajo', False)",8,16,0,recuperado,susceptible,trabajo,False
"('infeccioso', 'susceptible', 'trabajo', False)",10,16,0,infeccioso,susceptible,trabajo,False
"('expuesto', 'susceptible', 'trabajo', False)",2,16,0,expuesto,susceptible,trabajo,False
"('infeccioso', 'infeccioso', 'cuarentena', False)",3,16,0,infeccioso,infeccioso,cuarentena,False
"('susceptible', 'susceptible', 'trabajo', False)",173,17,0,susceptible,susceptible,trabajo,False
"('infeccioso', 'infeccioso', 'cuarentena', True)",4,17,0,infeccioso,infeccioso,cuarentena,True
"('recuperado', 'susceptible', 'trabajo', False)",9,17,0,recuperado,susceptible,trabajo,False
"('infeccioso', 'susceptible', 'trabajo', False)",10,17,0,infeccioso,susceptible,trabajo,False
"('infeccioso', 'infeccioso', 'cuarentena', False)",3,17,0,infeccioso,infeccioso,cuarentena,False
"('expuesto', 'susceptible', 'trabajo', False)",1,17,0,expuesto,susceptible,trabajo,False
"('susceptible', 'susceptible', 'trabajo', False)",173,18,0,susceptible,susceptible,trabajo,False
"('infeccioso', 'infeccioso', 'cuarentena', True)",3,18,0,infeccioso,infeccioso,cuarentena,True
"('recuperado', 'susceptible', 'trabajo', False)",9,18,0,recuperado,susceptible,trabajo,False
"('infeccioso', 'susceptible', 'trabajo', False)",10,18,0,infeccioso,susceptible,trabajo,False
"('infeccioso', 'infeccioso', 'cuarentena', False)",4,18,0,infeccioso,infeccioso,cuarentena,False
"('expuesto', 'susceptible', 'trabajo', False)",1,18,0,expuesto,susceptible,trabajo,False
"('susceptible', 'susceptible', 'trabajo', False)",173,19,0,susceptible,susceptible,trabajo,False
"('infeccioso', 'infeccioso', 'cuarentena', False)",5,19,0,infeccioso,infeccioso,cuarentena,False
"('recuperado', 'susceptible', 'trabajo', False)",10,19,0,recuperado,susceptible,trabajo,False
"('infeccioso', 'infeccioso', 'cuarentena', True)",2,19,0,infeccioso,infeccioso,cuarentena,True
"('infeccioso', 'susceptible', 'trabajo', False)",9,19,0,infeccioso,susceptible,trabajo,False
"('expuesto', 'susceptible', 'trabajo', False)",1,19,0,expuesto,susceptible,trabajo,False
"('susceptible', 'susceptible', 'trabajo', False)",173,20,0,susceptible,susceptible,trabajo,False
"('infeccioso', 'infeccioso', 'cuarentena', False)",5,20,0,infeccioso,infeccioso,cuarentena,False
"('recuperado', 'susceptible', 'trabajo', False)",11,20,0,recuperado,susceptible,trabajo,False
"('infeccioso', 'infeccioso', 'cuarentena', True)",2,20,0,infeccioso,infeccioso,cuarentena,True
"('infeccioso', 'susceptible', 'trabajo', False)",9,20,0,infeccioso,susceptible,trabajo,False
"('susceptible', 'susceptible', 'trabajo', False)",173,21,0,susceptible,susceptible,trabajo,False
"('infeccioso', 'infeccioso', 'cuarentena', False)",5,21,0,infeccioso,infeccioso,cuarentena,False
"('recuperado', 'susceptible', 'trabajo', False)",12,21,0,recuperado,susceptible,trabajo,False
"('infeccioso', 'susceptible', 'trabajo', False)",8,21,0,infeccioso,susceptible,trabajo,False
"('recuperado', 'infeccioso', 'cuarentena', False)",1,21,0,recuperado,infeccioso,cuarentena,False
"('infeccioso', 'infeccioso', 'cuarentena', True)",1,21,0,infeccioso,infeccioso,cuarentena,True
"('susceptible', 'susceptible', 'trabajo', False)",173,22,0,susceptible,susceptible,trabajo,False
"('infeccioso', 'infeccioso', 'cuarentena', False)",6,22,0,infeccioso,infeccioso,cuarentena,False
"('recuperado', 'susceptible', 'trabajo', False)",13,22,0,recuperado,susceptible,trabajo,False
"('infeccioso', 'susceptible', 'trabajo', False)",7,22,0,infeccioso,susceptible,trabajo,False
"('recuperado', 'infeccioso', 'cuarentena', False)",1,22,0,recuperado,infeccioso,cuarentena,False
"('susceptible', 'susceptible', 'trabajo', False)",173,23,0,susceptible,susceptible,trabajo,False
"('infeccioso', 'infeccioso', 'cuarentena', False)",6,23,0,infeccioso,infeccioso,cuarentena,False
"('recuperado', 'susceptible', 'trabajo', False)",14,23,0,recuperado,susceptible,trabajo,False
"('infeccioso', 'susceptible', 'trabajo', False)",6,23,0,infeccioso,susceptible,trabajo,False
"('recuperado', 'infeccioso', 'cuarentena', False)",1,23,0,recuperado,infeccioso,cuarentena,False
"('susceptible', 'susceptible', 'trabajo', False)",173,24,0,susceptible,susceptible,trabajo,False
"('infeccioso', 'infeccioso', 'cuarentena', False)",6,24,0,infeccioso,infeccioso,cuarentena,False
"('recuperado', 'susceptible', 'trabajo', False)",14,24,0,recuperado,susceptible,trabajo,False
"('infeccioso', 'susceptible', 'trabajo', False)",6,24,0,infeccioso,susceptible,trabajo,False
"('recuperado', 'infeccioso', 'cuarentena', False)",1,24,0,recuperado,infeccioso,cuarentena,False
"('susceptible', 'susceptible', 'trabajo', False)",173,25,0,susceptible,susceptible,trabajo,False
"('infeccioso', 'infeccioso', 'cuarentena', False)",5,25,0,infeccioso,infeccioso,cuarentena,False
"('recuperado', 'susceptible', 'trabajo', False)",14,25,0,recuperado,susceptible,trabajo,False
"('infeccioso', 'susceptible', 'trabajo', False)",6,25,0,infeccioso,susceptible,trabajo,False
"('recuperado', 'infeccioso', 'cuarentena', False)",2,25,0,recuperado,infeccioso,cuarentena,False
"('susceptible', 'susceptible', 'trabajo', False)",173,26,0,susceptible,susceptible,trabajo,False
"('infeccioso', 'infeccioso', 'cuarentena', False)",4,26,0,infeccioso,infeccioso,cuarentena,False
"('recuperado', 'susceptible', 'trabajo', False)",14,26,0,recuperado,susceptible,trabajo,False
"('infeccioso', 'susceptible', 'trabajo', False)",6,26,0,infeccioso,susceptible,trabajo,False
"('recuperado', 'infeccioso', 'cuarentena', False)",2,26,0,recuperado,infeccioso,cuarentena,False
"('recuperado', 'recuperado', 'trabajo', False)",1,26,0,recuperado,recuperado,trabajo,False
"('susceptible', 'susceptible', 'trabajo', False)",169,27,0,susceptible,susceptible,trabajo,False
"('infeccioso', 'infeccioso', 'cuarentena', False)",4,27,0,infeccioso,infeccioso,cuarentena,False
"('recuperado', 'susceptible', 'trabajo', False)",14,27,0,recuperado,susceptible,trabajo,False
"('infeccioso', 'susceptible', 'trabajo', False)",9,27,0,infeccioso,susceptible,trabajo,False
"('recuperado', 'infeccioso', 'cuarentena', False)",1,27,0,recuperado,infeccioso,cuarentena,False
"('recuperado', 'recuperado', 'trabajo', False)",2,27,0,recuperado,recuperado,trabajo,False
"('expuesto', 'susceptible', 'trabajo', False)",1,27,0,expuesto,susceptible,trabajo,False
"('susceptible', 'susceptible', 'trabajo', False)",168,28,0,susceptible,susceptible,trabajo,False
"('infeccioso', 'infeccioso', 'cuarentena', False)",4,28,0,infeccioso,infeccioso,cuarentena,False
"('recuperado', 'susceptible', 'trabajo', False)",15,28,0,recuperado,susceptible,trabajo,False
"('expuesto', 'susceptible', 'trabajo', False)",1,28,0,expuesto,susceptible,trabajo,False
"('infeccioso', 'susceptible', 'trabajo', False)",7,28,0,infeccioso,susceptible,trabajo,False
"('infeccioso', 'susceptible', 'trabajo', True)",2,28,0,infeccioso,susceptible,trabajo,True
"('recuperado', 'infeccioso', 'cuarentena', False)",1,28,0,recuperado,infeccioso,cuarentena,False
"('recuperado', 'recuperado', 'trabajo', False)",2,28,0,recuperado,recuperado,trabajo,False
"('susceptible', 'susceptible', 'trabajo', False)",166,29,0,susceptible,susceptible,trabajo,False
"('infeccioso', 'infeccioso', 'cuarentena', False)",4,29,0,infeccioso,infeccioso,cuarentena,False
"('expuesto', 'susceptible', 'trabajo', False)",2,29,0,expuesto,susceptible,trabajo,False
"('recuperado', 'susceptible', 'trabajo', False)",15,29,0,recuperado,susceptible,trabajo,False
"('infeccioso', 'susceptible', 'trabajo', True)",1,29,0,infeccioso,susceptible,trabajo,True
"('infeccioso', 'susceptible', 'trabajo', False)",7,29,0,infeccioso,susceptible,trabajo,False
"('infeccioso', 'infeccioso', 'cuarentena', True)",2,29,0,infeccioso,infeccioso,cuarentena,True
"('recuperado', 'recuperado', 'trabajo', False)",3,29,0,recuperado,recuperado,trabajo,False
"('susceptible', 'susceptible', 'trabajo', False)",166,30,0,susceptible,susceptible,trabajo,False
"('infeccioso', 'infeccioso', 'cuarentena', False)",4,30,0,infeccioso,infeccioso,cuarentena,False
"('expuesto', 'susceptible', 'trabajo', False)",1,30,0,expuesto,susceptible,trabajo,False
"('recuperado', 'susceptible', 'trabajo', False)",15,30,0,recuperado,susceptible,trabajo,False
"('infeccioso', 'susceptible', 'trabajo', False)",8,30,0,infeccioso,susceptible,trabajo,False
"('infeccioso', 'infeccioso', 'cuarentena', True)",3,30,0,infeccioso,infeccioso,cuarentena,True
"('recuperado', 'recuperado', 'trabajo', False)",3,30,0,recuperado,recuperado,trabajo,False
"('susceptible', 'susceptible', 'trabajo', False)",164,31,0,susceptible,susceptible,trabajo,False
"('infeccioso', 'infeccioso', 'cuarentena', False)",4,31,0,infeccioso,infeccioso,cuarentena,False
"('expuesto', 'susceptible', 'trabajo', False)",2,31,0,expuesto,susceptible,trabajo,False
"('infeccioso', 'susceptible', 'trabajo', False)",9,31,0,infeccioso,susceptible,trabajo,False
"('recuperado', 'susceptible', 'trabajo', False)",15,31,0,recuperado,susceptible,trabajo,False
"('infeccioso', 'infeccioso', 'cuarentena', True)",3,31,0,infeccioso,infeccioso,cuarentena,True
"('recuperado', 'recuperado', 'trabajo', False)",3,31,0,recuperado,recuperado,trabajo,False
"('susceptible', 'susceptible', 'trabajo', False)",164,32,0,susceptible,susceptible,trabajo,False
"('recuperado', 'recuperado', 'trabajo', False)",5,32,0,recuperado,recuperado,trabajo,False
"('infeccioso', 'susceptible', 'trabajo', False)",9,32,0,infeccioso,susceptible,trabajo,False
"('recuperado', 'susceptible', 'trabajo', False)",16,32,0,recuperado,susceptible,trabajo,False
"('recuperado', 'infeccioso', 'cuarentena', False)",1,32,0,recuperado,infeccioso,cuarentena,False
"('infeccioso', 'infeccioso', 'cuarentena', True)",3,32,0,infeccioso,infeccioso,cuarentena,True
"('infeccioso', 'infeccioso', 'cuarentena', False)",1,32,0,infeccioso,infeccioso,cuarentena,False
"('expuesto', 'susceptible', 'trabajo', False)",1,32,0,expuesto,susceptible,trabajo,False
"('susceptible', 'susceptible', 'trabajo', False)",163,33,0,susceptible,susceptible,trabajo,False
"('recuperado', 'recuperado', 'trabajo', False)",5,33,0,recuperado,recuperado,trabajo,False
"('infeccioso', 'susceptible', 'trabajo', False)",9,33,0,infeccioso,susceptible,trabajo,False
"('expuesto', 'susceptible', 'trabajo', False)",2,33,0,expuesto,susceptible,trabajo,False
"('recuperado', 'susceptible', 'trabajo', False)",16,33,0,recuperado,susceptible,trabajo,False
"('recuperado', 'infeccioso', 'cuarentena', False)",2,33,0,recuperado,infeccioso,cuarentena,False
"('infeccioso', 'infeccioso', 'cuarentena', True)",3,33,0,infeccioso,infeccioso,cuarentena,True
"('susceptible', 'susceptible', 'trabajo', False)",163,34,0,susceptible,susceptible,trabajo,False
"('recuperado', 'recuperado', 'trabajo', False)",5,34,0,recuperado,recuperado,trabajo,False
"('infeccioso', 'susceptible', 'trabajo', False)",9,34,0,infeccioso,susceptible,trabajo,False
"('expuesto', 'susceptible', 'trabajo', False)",2,34,0,expuesto,susceptible,trabajo,False
"('recuperado', 'susceptible', 'trabajo', False)",16,34,0,recuperado,susceptible,trabajo,False
"('recuperado', 'infeccioso', 'cuarentena', False)",2,34,0,recuperado,infeccioso,cuarentena,False
"('infeccioso', 'infeccioso', 'cuarentena', True)",3,34,0,infeccioso,infeccioso,cuarentena,True
"('susceptible', 'susceptible', 'trabajo', False)",163,35,0,susceptible,susceptible,trabajo,False
"('recuperado', 'recuperado', 'trabajo', False)",5,35,0,recuperado,recuperado,trabajo,False
"('infeccioso', 'susceptible', 'trabajo', False)",9,35,0,infeccioso,susceptible,trabajo,False
"('expuesto', 'susceptible', 'trabajo', False)",2,35,0,expuesto,susceptible,trabajo,False
"('recuperado', 'susceptible', 'trabajo', False)",16,35,0,recuperado,susceptible,trabajo,False
"('recuperado', 'infeccioso', 'cuarentena', False)",2,35,0,recuperado,infeccioso,cuarentena,False
"('infeccioso', 'infeccioso', 'cuarentena', True)",3,35,0,infeccioso,infeccioso,cuarentena,True
"('susceptible', 'susceptible', 'trabajo', False)",163,36,0,susceptible,susceptible,trabajo,False
"('recuperado', 'recuperado', 'trabajo', False)",6,36,0,recuperado,recuperado,trabajo,False
"('infeccioso', 'susceptible', 'trabajo', False)",10,36,0,infeccioso,susceptible,trabajo,False
"('recuperado', 'susceptible', 'trabajo', False)",16,36,0,recuperado,susceptible,trabajo,False
"('recuperado', 'infeccioso', 'cuarentena', False)",1,36,0,recuperado,infeccioso,cuarentena,False
"('infeccioso', 'infeccioso', 'cuarentena', True)",2,36,0,infeccioso,infeccioso,cuarentena,True
"('infeccioso', 'infeccioso', 'cuarentena', False)",1,36,0,infeccioso,infeccioso,cuarentena,False
"('expuesto', 'susceptible', 'trabajo', False)",1,36,0,expuesto,susceptible,trabajo,False
"('susceptible', 'susceptible', 'trabajo', False)",163,37,0,susceptible,susceptible,trabajo,False
"('recuperado', 'recuperado', 'trabajo', False)",7,37,0,recuperado,recuperado,trabajo,False
"('infeccioso', 'susceptible', 'trabajo', False)",10,37,0,infeccioso,susceptible,trabajo,False
"('recuperado', 'susceptible', 'trabajo', False)",16,37,0,recuperado,susceptible,trabajo,False
"('infeccioso', 'infeccioso', 'cuarentena', True)",2,37,0,infeccioso,infeccioso,cuarentena,True
"('infeccioso', 'infeccioso', 'cuarentena', False)",1,37,0,infeccioso,infeccioso,cuarentena,False
"('expuesto', 'susceptible', 'trabajo', False)",1,37,0,expuesto,susceptible,trabajo,False
"('susceptible', 'susceptible', 'trabajo', False)",162,38,0,susceptible,susceptible,trabajo,False
"('recuperado', 'recuperado', 'trabajo', False)",7,38,0,recuperado,recuperado,trabajo,False
"('infeccioso', 'susceptible', 'trabajo', False)",10,38,0,infeccioso,susceptible,trabajo,False
"('recuperado', 'susceptible', 'trabajo', False)",17,38,0,recuperado,susceptible,trabajo,False
"('infeccioso', 'infeccioso', 'cuarentena', True)",2,38,0,infeccioso,infeccioso,cuarentena,True
"('infeccioso', 'infeccioso', 'cuarentena', False)",1,38,0,infeccioso,infeccioso,cuarentena,False
"('expuesto', 'susceptible', 'trabajo', False)",1,38,0,expuesto,susceptible,trabajo,False
"('susceptible', 'susceptible', 'trabajo', False)",161,39,0,susceptible,susceptible,trabajo,False
"('recuperado', 'recuperado', 'trabajo', False)",7,39,0,recuperado,recuperado,trabajo,False
"('infeccioso', 'susceptible', 'trabajo', False)",10,39,0,infeccioso,susceptible,trabajo,False
"('recuperado', 'susceptible', 'trabajo', False)",17,39,0,recuperado,susceptible,trabajo,False
"('infeccioso', 'infeccioso', 'cuarentena', True)",2,39,0,infeccioso,infeccioso,cuarentena,True
"('infeccioso', 'infeccioso', 'cuarentena', False)",1,39,0,infeccioso,infeccioso,cuarentena,False
"('expuesto', 'susceptible', 'trabajo', False)",2,39,0,expuesto,susceptible,trabajo,False
"('susceptible', 'susceptible', 'trabajo', False)",160,40,0,susceptible,susceptible,trabajo,False
"('recuperado', 'recuperado', 'trabajo', False)",7,40,0,recuperado,recuperado,trabajo,False
"('infeccioso', 'susceptible', 'trabajo', False)",9,40,0,infeccioso,susceptible,trabajo,False
"('recuperado', 'susceptible', 'trabajo', False)",17,40,0,recuperado,susceptible,trabajo,False
"('expuesto', 'susceptible', 'trabajo', False)",3,40,0,expuesto,susceptible,trabajo,False
"('infeccioso', 'infeccioso', 'cuarentena', True)",1,40,0,infeccioso,infeccioso,cuarentena,True
"('infeccioso', 'infeccioso', 'cuarentena', False)",2,40,0,infeccioso,infeccioso,cuarentena,False
"('infeccioso', 'susceptible', 'trabajo', True)",1,40,0,infeccioso,susceptible,trabajo,True
"('susceptible', 'susceptible', 'trabajo', False)",159,41,0,susceptible,susceptible,trabajo,False
"('recuperado', 'recuperado', 'trabajo', False)",7,41,0,recuperado,recuperado,trabajo,False
"('infeccioso', 'susceptible', 'trabajo', False)",9,41,0,infeccioso,susceptible,trabajo,False
"('recuperado', 'susceptible', 'trabajo', False)",18,41,0,recuperado,susceptible,trabajo,False
"('expuesto', 'susceptible', 'trabajo', False)",3,41,0,expuesto,susceptible,trabajo,False
"('infeccioso', 'infeccioso', 'cuarentena', False)",3,41,0,infeccioso,infeccioso,cuarentena,False
"('infeccioso', 'infeccioso', 'cuarentena', True)",1,41,0,infeccioso,infeccioso,cuarentena,True
"('susceptible', 'susceptible', 'trabajo', False)",158,42,0,susceptible,susceptible,trabajo,False
"('recuperado', 'recuperado', 'trabajo', False)",7,42,0,recuperado,recuperado,trabajo,False
"('infeccioso', 'susceptible', 'trabajo', False)",11,42,0,infeccioso,susceptible,trabajo,False
"('expuesto', 'susceptible', 'trabajo', False)",2,42,0,expuesto,susceptible,trabajo,False
"('recuperado', 'susceptible', 'trabajo', False)",18,42,0,recuperado,susceptible,trabajo,False
"('infeccioso', 'infeccioso', 'cuarentena', False)",3,42,0,infeccioso,infeccioso,cuarentena,False
"('infeccioso', 'infeccioso', 'cuarentena', True)",1,42,0,infeccioso,infeccioso,cuarentena,True
"('susceptible', 'susceptible', 'trabajo', False)",156,43,0,susceptible,susceptible,trabajo,False
"('recuperado', 'recuperado', 'trabajo', False)",7,43,0,recuperado,recuperado,trabajo,False
"('infeccioso', 'susceptible', 'trabajo', False)",11,43,0,infeccioso,susceptible,trabajo,False
"('expuesto', 'susceptible', 'trabajo', False)",3,43,0,expuesto,susceptible,trabajo,False
"('infeccioso', 'susceptible', 'trabajo', True)",1,43,0,infeccioso,susceptible,trabajo,True
"('recuperado', 'susceptible', 'trabajo', False)",18,43,0,recuperado,susceptible,trabajo,False
"('infeccioso', 'infeccioso', 'cuarentena', False)",3,43,0,infeccioso,infeccioso,cuarentena,False
"('infeccioso', 'infeccioso', 'cuarentena', True)",1,43,0,infeccioso,infeccioso,cuarentena,True
"('susceptible', 'susceptible', 'trabajo', False)",155,44,0,susceptible,susceptible,trabajo,False
"('recuperado', 'recuperado', 'trabajo', False)",7,44,0,recuperado,recuperado,trabajo,False
"('infeccioso', 'susceptible', 'trabajo', False)",13,44,0,infeccioso,susceptible,trabajo,False
"('infeccioso', 'infeccioso', 'cuarentena', True)",2,44,0,infeccioso,infeccioso,cuarentena,True
"('recuperado', 'susceptible', 'trabajo', False)",18,44,0,recuperado,susceptible,trabajo,False
"('expuesto', 'susceptible', 'trabajo', False)",1,44,0,expuesto,susceptible,trabajo,False
"('infeccioso', 'infeccioso', 'cuarentena', False)",3,44,0,infeccioso,infeccioso,cuarentena,False
"('infeccioso', 'susceptible', 'trabajo', True)",1,44,0,infeccioso,susceptible,trabajo,True
"('susceptible', 'susceptible', 'trabajo', False)",153,45,0,susceptible,susceptible,trabajo,False
"('recuperado', 'recuperado', 'trabajo', False)",7,45,0,recuperado,recuperado,trabajo,False
"('infeccioso', 'susceptible', 'trabajo', False)",13,45,0,infeccioso,susceptible,trabajo,False
"('infeccioso', 'infeccioso', 'cuarentena', True)",3,45,0,infeccioso,infeccioso,cuarentena,True
"('recuperado', 'susceptible', 'trabajo', False)",18,45,0,recuperado,susceptible,trabajo,False
"('expuesto', 'susceptible', 'trabajo', False)",3,45,0,expuesto,susceptible,trabajo,False
"('infeccioso', 'infeccioso', 'cuarentena', False)",3,45,0,infeccioso,infeccioso,cuarentena,False
"('susceptible', 'susceptible', 'trabajo', False)",152,46,0,susceptible,susceptible,trabajo,False
"('recuperado', 'recuperado', 'trabajo', False)",7,46,0,recuperado,recuperado,trabajo,False
"('infeccioso', 'susceptible', 'trabajo', False)",13,46,0,infeccioso,susceptible,trabajo,False
"('infeccioso', 'infeccioso', 'cuarentena', True)",3,46,0,infeccioso,infeccioso,cuarentena,True
"('recuperado', 'susceptible', 'trabajo', False)",18,46,0,recuperado,susceptible,trabajo,False
"('expuesto', 'susceptible', 'trabajo', False)",3,46,0,expuesto,susceptible,trabajo,False
