cantidad,tiempo,it,estado,estado_observado,actividad,sintomas
7,112,0,infeccioso,susceptible,trabajo,False
41,112,0,recuperado,susceptible,trabajo,False
1,112,0,infeccioso,susceptible,trabajo,True
51,113,0,susceptible,susceptible,trabajo,False
7,113,0,infeccioso,susceptible,trabajo,False
41,113,0,recuperado,susceptible,trabajo,False
1,113,0,infeccioso,susceptible,trabajo,True
51,114,0,susceptible,susceptible,trabajo,False
8,114,0,infeccioso,susceptible,trabajo,False
41,114,0,recuperado,susceptible,trabajo,False
51,115,0,susceptible,susceptible,trabajo,False
5,115,0,infeccioso,susceptible,trabajo,False
43,115,0,recuperado,susceptible,trabajo,False
1,115,0,infeccioso,susceptible,trabajo,True
51,116,0,susceptible,susceptible,trabajo,False
5,116,0,infeccioso,susceptible,trabajo,False
43,116,0,recuperado,susceptible,trabajo,False
1,116,0,infeccioso,susceptible,trabajo,True
51,117,0,susceptible,susceptible,trabajo,False
5,117,0,infeccioso,susceptible,trabajo,False
43,117,0,recuperado,susceptible,trabajo,False
1,117,0,infeccioso,susceptible,trabajo,True
51,118,0,susceptible,susceptible,trabajo,False
5,118,0,infeccioso,susceptible,trabajo,False
43,118,0,recuperado,susceptible,trabajo,False
1,118,0,infeccioso,susceptible,trabajo,True
51,119,0,susceptible,susceptible,trabajo,False
5,119,0,infeccioso,susceptible,trabajo,False
43,119,0,recuperado,susceptible,trabajo,False
1,119,0,infeccioso,susceptible,trabajo,True
51,120,0,susceptible,susceptible,trabajo,False
5,120,0,infeccioso,susceptible,trabajo,False
43,120,0,recuperado,susceptible,trabajo,False
1,120,0,infeccioso,susceptible,trabajo,True
51,121,0,susceptible,susceptible,trabajo,False
4,121,0,infeccioso,susceptible,trabajo,False
44,121,0,recuperado,susceptible,trabajo,False
1,121,0,infeccioso,susceptible,trabajo,True
51,122,0,susceptible,susceptible,trabajo,False
4,122,0,infeccioso,susceptible,trabajo,False
44,122,0,recuperado,susceptible,trabajo,False
1,122,0,infeccioso,susceptible,trabajo,True
51,123,0,susceptible,susceptible,trabajo,False
4,123,0,infeccioso,susceptible,trabajo,False
45,123,0,recuperado,susceptible,trabajo,False
51,124,0,susceptible,susceptible,trabajo,False
4,124,0,infeccioso,susceptible,trabajo,False
45,124,0,recuperado,susceptible,trabajo,False
51,125,0,susceptible,susceptible,trabajo,False
4,125,0,infeccioso,susceptible,trabajo,False
45,125,0,recuperado,susceptible,trabajo,False
51,126,0,susceptible,susceptible,trabajo,False
4,126,0,infeccioso,susceptible,trabajo,False
45,126,0,recuperado,susceptible,trabajo,False
51,127,0,susceptible,susceptible,trabajo,False
3,127,0,infeccioso,susceptible,trabajo,False
46,127,0,recuperado,susceptible,trabajo,False
51,128,0,susceptible,susceptible,trabajo,False
3,128,0,infeccioso,susceptible,trabajo,False
46,128,0,recuperado,susceptible,trabajo,False
51,129,0,susceptible,susceptible,trabajo,False
3,129,0,infeccioso,susceptible,trabajo,False
46,129,0,recuperado,susceptible,trabajo,False
51,130,0,susceptible,susceptible,trabajo,False
3,130,0,infeccioso,susceptible,trabajo,False
46,130,0,recuperado,susceptible,trabajo,False
51,131,0,susceptible,susceptible,trabajo,False
3,131,0,infeccioso,susceptible,trabajo,False
46,131,0,recuperado,susceptible,trabajo,False
51,132,0,susceptible,susceptible,trabajo,False
3,132,0,infeccioso,susceptible,trabajo,False
46,132,0,recuperado,susceptible,trabajo,False
51,133,0,susceptible,susceptible,trabajo,False
3,133,0,infeccioso,susceptible,trabajo,False
46,133,0,recuperado,susceptible,trabajo,False
51,134,0,susceptible,susceptible,trabajo,False
2,134,0,infeccioso,susceptible,trabajo,False
47,134,0,recuperado,susceptible,trabajo,False
51,135,0,susceptible,susceptible,trabajo,False
2,135,0,infeccioso,susceptible,trabajo,False
47,135,0,recuperado,susceptible,trabajo,False
51,136,0,susceptible,susceptible,trabajo,False
2,136,0,infeccioso,susceptible,trabajo,False
47,136,0,recuperado,susceptible,trabajo,False
51,137,0,susceptible,susceptible,trabajo,False
2,137,0,infeccioso,susceptible,trabajo,False
47,137,0,recuperado,susceptible,trabajo,False
51,138,0,susceptible,susceptible,trabajo,False
2,138,0,infeccioso,susceptible,trabajo,False
47,138,0,recuperado,susceptible,trabajo,False
51,139,0,susceptible,susceptible,trabajo,False
1,139,0,infeccioso,susceptible,trabajo,False
48,139,0,recuperado,susceptible,trabajo,False
51,140,0,susceptible,susceptible,trabajo,False
1,140,0,infeccioso,susceptible,trabajo,False
48,140,0,recuperado,susceptible,trabajo,False
51,141,0,susceptible,susceptible,trabajo,False
1,141,0,infeccioso,susceptible,trabajo,False
48,141,0,recuperado,susceptible,trabajo,False
51,142,0,susceptible,susceptible,trabajo,False
49,142,0,recuperado,susceptible,trabajo,False
51,143,0,susceptible,susceptible,trabajo,False
49,143,0,recuperado,susceptible,trabajo,False
51,144,0,susceptible,susceptible,trabajo,False
