9.899999999999999911e-01,0.000000000000000000e+00,1.000000000000000021e-02,0.000000000000000000e+00
9.899911999999999601e-01,8.800000000000002143e-06,9.995555555555556138e-03,4.444444444444444996e-06
9.899824039892984873e-01,1.756762360465790893e-05,9.991141473516528329e-03,8.886913580246913615e-06
9.899736119410722512e-01,2.630300207736033989e-05,9.986757635948528833e-03,1.332742090180981430e-05
9.899648238286025137e-01,3.500626615328689269e-05,9.982403925393016492e-03,1.776597985112027243e-05
9.899560396252750083e-01,4.367754604153843034e-05,9.978080224865380071e-03,2.220260381796161238e-05
9.899472593045794966e-01,5.231697142725679633e-05,9.973786417853028330e-03,2.663730614012400281e-05
9.899384828401091019e-01,6.092467147373599012e-05,9.969522388313497435e-03,3.107010010361423960e-05
9.899297102055599762e-01,6.950077482452478067e-05,9.965288020672549707e-03,3.550099894286468176e-05
9.899209413747311892e-01,7.804540960552090398e-05,9.961083199822294912e-03,3.993001584094137081e-05
9.899121763215238401e-01,8.655870342705673597e-05,9.956907811119309823e-03,4.435716392975127946e-05
9.899034150199409465e-01,9.504078338597662392e-05,9.952761740382769923e-03,4.878245629024875041e-05
9.898946574440870005e-01,1.034917760677057610e-04,9.948644873892589779e-03,5.320590595264109503e-05
9.898859035681674134e-01,1.119118075483108209e-04,9.944557098387565158e-03,5.762752589659335845e-05
9.898771533664884048e-01,1.203010033965521357e-04,9.940498301063527276e-03,6.204732905143227155e-05
9.898684068134561143e-01,1.286594886759277561e-04,9.936468369571502257e-03,6.646532829634939658e-05
9.898596638835767125e-01,1.369873879467091080e-04,9.932467192015881005e-03,7.088153646060339861e-05
9.898509245514556243e-01,1.452848252679685734e-04,9.928494656952590799e-03,7.529596632372156483e-05
9.898421887917973061e-01,1.535519241995987757e-04,9.924550653387282512e-03,7.970863061570049042e-05
9.898334565794048023e-01,1.617888078043238427e-04,9.920635070773517819e-03,8.411954201720595113e-05
9.898247278891794121e-01,1.699955986497024433e-04,9.916747799010965092e-03,8.852871315977196289e-05
9.898160026961201341e-01,1.781724188101227999e-04,9.912888728443607425e-03,9.293615662599905524e-05
9.898072809753233336e-01,1.863193898687895986e-04,9.909057749857952402e-03,9.734188494975177229e-05
9.897985627019825206e-01,1.944366329197030365e-04,9.905254754481248800e-03,1.017459106163553064e-04
9.897898478513876830e-01,2.025242685696296849e-04,9.901479633979715436e-03,1.061482460627914134e-04
9.897811363989250655e-01,2.105824169400654917e-04,9.897732280456773488e-03,1.105489036778935149e-04
9.897724283200767248e-01,2.186111976691909500e-04,9.894012586451287478e-03,1.149478958025409737e-04
9.897637235904203079e-01,2.266107299138182167e-04,9.890320444935811472e-03,1.193452347298526510e-04
9.897550221856282748e-01,2.345811323513305067e-04,9.886655749314845684e-03,1.237409327053796775e-04
9.897463240814677876e-01,2.425225231816136257e-04,9.883018393423093073e-03,1.281350019272973844e-04
9.897376292538004883e-01,2.504350201289796160e-04,9.879408271523735033e-03,1.325274545465965294e-04
9.897289376785817216e-01,2.583187404440828944e-04,9.875825278306700136e-03,1.369183026672737369e-04
9.897202493318604244e-01,2.661738009058283393e-04,9.872269308886950229e-03,1.413075583465211657e-04
9.897115641897787919e-01,2.740003178232718701e-04,9.868740258802768256e-03,1.456952335949153769e-04
9.897028822285716121e-01,2.817984070375134371e-04,9.865238024014056500e-03,1.500813403766054971e-04
9.896942034245660436e-01,2.895681839235821238e-04,9.861762500900636552e-03,1.544658906095006232e-04
9.896855277541813933e-01,2.973097633923139308e-04,9.858313586260563158e-03,1.588488961654564669e-04
9.896768551939285619e-01,3.050232598922216994e-04,9.854891177308436334e-03,1.632303688704611611e-04
9.896681857204098209e-01,3.127087874113578252e-04,9.851495171673729095e-03,1.676103205048204675e-04
9.896595193103181476e-01,3.203664594791690566e-04,9.848125467399115179e-03,1.719887628033421188e-04
9.896508559404371130e-01,3.279963891683442467e-04,9.844781962938805447e-03,1.763657074555195097e-04
9.896421955876405496e-01,3.355986890966542444e-04,9.841464557156894694e-03,1.807411661057145471e-04
9.896335382288919957e-01,3.431734714287846839e-04,9.838173149325710187e-03,1.851151503533398236e-04
9.896248838412444737e-01,3.507208478781612387e-04,9.834907639124167156e-03,1.894876717530401397e-04
9.896162324018400458e-01,3.582409297087675039e-04,9.831667926636134675e-03,1.938587418148731052e-04
9.896075838879095921e-01,3.657338277369555054e-04,9.828453912348805027e-03,1.982283720044891707e-04
9.895989382767722553e-01,3.731996523332491611e-04,9.825265497151070004e-03,2.025965737433108732e-04
9.895902955458351080e-01,3.806385134241401002e-04,9.822102582331905876e-03,2.069633584087113504e-04
9.895816556725930413e-01,3.880505204938764874e-04,9.818965069578760099e-03,2.113287373341922036e-04
9.895730186346280988e-01,3.954357825862445846e-04,9.815852860975951902e-03,2.156927218095605484e-04
9.895643844096093655e-01,4.027944083063431015e-04,9.812765859003072869e-03,2.200553230811054138e-04
9.895557529752924131e-01,4.101265058223504457e-04,9.809703966533392730e-03,2.244165523517734377e-04
9.895471243095189662e-01,4.174321828672847073e-04,9.806667086832280764e-03,2.287764207813438298e-04
9.895384983902169029e-01,4.247115467407567603e-04,9.803655123555625461e-03,2.331349394866026300e-04
9.895298751953993666e-01,4.319647043107159904e-04,9.800667980748262870e-03,2.374921195415162349e-04
9.895212547031648764e-01,4.391917620151893011e-04,9.797705562842410135e-03,2.418479719774043553e-04
9.895126368916966619e-01,4.463928258640130183e-04,9.794767774656105985e-03,2.462025077831121061e-04
9.895040217392624404e-01,4.535680014405576391e-04,9.791854521391661625e-03,2.505557379051814729e-04
9.894954092242143062e-01,4.607173939034458045e-04,9.788965708634113361e-03,2.549076732480222364e-04
9.894867993249878424e-01,4.678411079882633327e-04,9.786101242349676960e-03,2.592583246740818399e-04
9.894781920201023429e-01,4.749392480092631515e-04,9.783261028884222832e-03,2.636077030040150397e-04
9.894695872881601462e-01,4.820119178610627795e-04,9.780444974961737328e-03,2.679558190168524986e-04
9.894609851078465246e-01,4.890592210203344344e-04,9.777652987682811797e-03,2.723026834501688373e-04
9.894523854579290179e-01,4.960812605474887449e-04,9.774884974523119496e-03,2.766483070002500894e-04
9.894437883172573223e-01,5.030781390883515237e-04,9.772140843331908119e-03,2.809927003222603432e-04
9.894351936647630685e-01,5.100499588758337097e-04,9.769420502330497524e-03,2.853358740304078414e-04
9.894266014794592667e-01,5.169968217315945884e-04,9.766723860110780933e-03,2.896778386981102679e-04
9.894180117404401953e-01,5.239188290676985611e-04,9.764050825633736538e-03,2.940186048581594925e-04
9.894094244268807348e-01,5.308160818882648674e-04,9.761401308227939111e-03,2.983581830028856101e-04
9.894008395180363680e-01,5.376886807911108014e-04,9.758775217588080281e-03,3.026965835843202762e-04
